id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,pc_exp,pov_nl,exp_sh_b40,pc_exp_r9010,pc_exp_gini,pc_exp_mld
3_24_488_0,2011,Rural,3,India,24,Gujarat,488,Bharuch,32,16.2,25.9,3.3,25.5,.107
3_24_488_0,2011,Total,3,India,24,Gujarat,488,Bharuch,42.2,13.6,21.4,3.4,25.6,.106
3_24_488_0,2011,Urban,3,India,24,Gujarat,488,Bharuch,54.90000000000001,10.5,27.6,3.6,20.3,.074
3_24_489_0,2011,Rural,3,India,24,Gujarat,489,The Dangs,23.6,36.4,29.9,2.4,19,.06
3_24_489_0,2011,Total,3,India,24,Gujarat,489,The Dangs,23.6,36.4,29.9,2.4,19,.06
3_24_489_0,2011,Urban,3,India,24,Gujarat,489,The Dangs,,,,,,
3_24_490_0,2011,Rural,3,India,24,Gujarat,490,Navsari,38.1,.4,27,2.8,21.4,.072
3_24_490_0,2011,Total,3,India,24,Gujarat,490,Navsari,41.5,3.2,24.6,2.8,24.9,.098
3_24_490_0,2011,Urban,3,India,24,Gujarat,490,Navsari,50.90000000000001,10.6,20.5,3.9,32.2,.167
3_24_491_0,2011,Rural,3,India,24,Gujarat,491,Valsad,36.9,29.3,23.7,4.7,29.1,.138
3_24_491_0,2011,Total,3,India,24,Gujarat,491,Valsad,45.1,20.3,20.1,4.600000000000001,28.7,.139
3_24_491_0,2011,Urban,3,India,24,Gujarat,491,Valsad,62,1.9,24.2,3.2,23,.108
3_24_492_0,2011,Rural,3,India,24,Gujarat,492,Surat,25.4,27.5,29.7,1.7,17.7,.06
3_24_492_0,2011,Total,3,India,24,Gujarat,492,Surat,46,12.3,21.1,3.2,25.6,.108
3_24_492_0,2011,Urban,3,India,24,Gujarat,492,Surat,55.1,5.600000000000001,26.1,2.7,21.7,.084
3_24_493_0,2011,Rural,3,India,24,Gujarat,493,Tapi,25.4,27.5,29.7,1.7,17.7,.06
3_24_493_0,2011,Total,3,India,24,Gujarat,493,Tapi,46,12.3,21.1,3.2,25.6,.108
3_24_493_0,2011,Urban,3,India,24,Gujarat,493,Tapi,55.1,5.600000000000001,26.1,2.7,21.7,.084
3_25_494_0,2011,Rural,3,India,25,Daman & Diu,494,Diu,35,0,34.2,1.8,12.1,.033
3_25_494_0,2011,Total,3,India,25,Daman & Diu,494,Diu,41.3,4.5,27.3,3.1,21.6,.076
3_25_494_0,2011,Urban,3,India,25,Daman & Diu,494,Diu,45.90000000000001,7.7,24.4,3.2,24.3,.096
3_25_495_0,2011,Rural,3,India,25,Daman & Diu,495,Daman,52.1,0,32.4,1.7,12.5,.026
3_25_495_0,2011,Total,3,India,25,Daman & Diu,495,Daman,50.6,5.100000000000001,29.8,2.6,17.7,.056
3_25_495_0,2011,Urban,3,India,25,Daman & Diu,495,Daman,46.90000000000001,18.1,21.4,3.9,28.1,.126
3_26_496_0,2011,Rural,3,India,26,Dadra & Nagar Haveli,496,Dadra & Nagar Haveli,23.4,62.6,22.8,3.7,31.4,.159
3_26_496_0,2011,Total,3,India,26,Dadra & Nagar Haveli,496,Dadra & Nagar Haveli,34.6,42.90000000000001,17.6,4.5,35.8,.204
3_26_496_0,2011,Urban,3,India,26,Dadra & Nagar Haveli,496,Dadra & Nagar Haveli,50.3,15.4,20.6,3.4,31.4,.156
3_27_497_0,2011,Rural,3,India,27,Maharashtra,497,Nandurbar,24.6,53.2,25.9,3,22.9,.083
3_27_497_0,2011,Total,3,India,27,Maharashtra,497,Nandurbar,25.2,50.6,25.6,3,22.3,.079
3_27_497_0,2011,Urban,3,India,27,Maharashtra,497,Nandurbar,29,34.6,28.7,1.9,17.9,.055
3_27_498_0,2011,Rural,3,India,27,Maharashtra,498,Dhule,28.1,30.5,25.5,3.2,25,.106
3_27_498_0,2011,Total,3,India,27,Maharashtra,498,Dhule,32.6,30.9,22.5,3.5,32,.181
3_27_498_0,2011,Urban,3,India,27,Maharashtra,498,Dhule,42.90000000000001,31.8,18.4,3.9,43.3,.326
3_27_499_0,2011,Rural,3,India,27,Maharashtra,499,Jalgaon,30.2,24.3,26.9,2.4,21.1,.069
3_27_499_0,2011,Total,3,India,27,Maharashtra,499,Jalgaon,33.4,24.7,24.8,2.9,24.2,.094
3_27_499_0,2011,Urban,3,India,27,Maharashtra,499,Jalgaon,38.8,25.4,22.7,3.7,28.5,.134
3_27_500_0,2011,Rural,3,India,27,Maharashtra,500,Buldana,27.2,38.6,24.5,2.7,26.4,.114
3_27_500_0,2011,Total,3,India,27,Maharashtra,500,Buldana,29.9,39.40000000000001,22.8,2.9,29.7,.146
3_27_500_0,2011,Urban,3,India,27,Maharashtra,500,Buldana,39.40000000000001,42.2,19.4,3.9,38.1,.24
3_27_501_0,2011,Rural,3,India,27,Maharashtra,501,Akola,26,29,26.4,2.7,24.6,.11
3_27_501_0,2011,Total,3,India,27,Maharashtra,501,Akola,32.3,30.7,21.3,3.1,32.8,.179
3_27_501_0,2011,Urban,3,India,27,Maharashtra,501,Akola,49.3,35.5,15.4,7.9,40.8,.273
3_27_502_0,2011,Rural,3,India,27,Maharashtra,502,Washim,24.1,41,24.7,3,23.4,.087
3_27_502_0,2011,Total,3,India,27,Maharashtra,502,Washim,24.6,41.5,25.5,2.7,22.8,.084
3_27_502_0,2011,Urban,3,India,27,Maharashtra,502,Washim,27,43.90000000000001,27.1,2.6,19.6,.065
3_27_503_0,2011,Rural,3,India,27,Maharashtra,503,Amravati,31.6,23.4,26.1,2.8,21.9,.076
3_27_503_0,2011,Total,3,India,27,Maharashtra,503,Amravati,35.9,20.8,24.4,2.9,23.9,.092
3_27_503_0,2011,Urban,3,India,27,Maharashtra,503,Amravati,45.3,14.8,24.2,3.3,25.9,.113
3_27_504_0,2011,Rural,3,India,27,Maharashtra,504,Wardha,38,8.4,28.5,2.5,21.9,.085
3_27_504_0,2011,Total,3,India,27,Maharashtra,504,Wardha,40.8,10,25.8,3.2,24.7,.102
3_27_504_0,2011,Urban,3,India,27,Maharashtra,504,Wardha,50.2,15.4,21.3,4.5,30.1,.154
3_27_505_0,2011,Rural,3,India,27,Maharashtra,505,Nagpur,34.6,17.5,25.1,2.8,26,.12
3_27_505_0,2011,Total,3,India,27,Maharashtra,505,Nagpur,50.8,15.3,19,4.7,36.4,.213
3_27_505_0,2011,Urban,3,India,27,Maharashtra,505,Nagpur,60.1,14,17.8,5.5,38.40000000000001,.238
3_27_506_0,2011,Rural,3,India,27,Maharashtra,506,Bhandara,29.1,25.7,23.5,4.600000000000001,27.9,.139
3_27_506_0,2011,Total,3,India,27,Maharashtra,506,Bhandara,32.6,23.8,21.6,4.9,30.3,.158
3_27_506_0,2011,Urban,3,India,27,Maharashtra,506,Bhandara,59.7,9.1,23.7,4.9,29.2,.138
3_27_507_0,2011,Rural,3,India,27,Maharashtra,507,Gondiya,26.7,30.6,27.3,2.3,19,.06
3_27_507_0,2011,Total,3,India,27,Maharashtra,507,Gondiya,29.7,28.1,25.2,2.5,22.6,.084
3_27_507_0,2011,Urban,3,India,27,Maharashtra,507,Gondiya,57.40000000000001,4.5,24.7,3.2,26.3,.113
3_27_508_0,2011,Rural,3,India,27,Maharashtra,508,Gadchiroli,23.9,44.8,26.4,2.3,23.3,.095
3_27_508_0,2011,Total,3,India,27,Maharashtra,508,Gadchiroli,27,42.1,23.4,2.4,28,.136
3_27_508_0,2011,Urban,3,India,27,Maharashtra,508,Gadchiroli,60.6,12.9,18.4,5.2,37.4,.234
3_27_509_0,2011,Rural,3,India,27,Maharashtra,509,Chandrapur,26,47.8,27.1,2.3,23.1,.087
3_27_509_0,2011,Total,3,India,27,Maharashtra,509,Chandrapur,33.2,35.9,22,3.2,30,.149
3_27_509_0,2011,Urban,3,India,27,Maharashtra,509,Chandrapur,47.3,13.1,21.3,4.3,35.1,.202
3_27_510_0,2011,Rural,3,India,27,Maharashtra,510,Yavatmal,25.1,35.8,29.9,2.1,16.7,.043
3_27_510_0,2011,Total,3,India,27,Maharashtra,510,Yavatmal,27.7,34.6,27.2,2.3,20.7,.069
3_27_510_0,2011,Urban,3,India,27,Maharashtra,510,Yavatmal,41.90000000000001,27.6,21.1,4.2,30.8,.151
3_27_511_0,2011,Rural,3,India,27,Maharashtra,511,Nanded,31.1,24.6,26.1,2.6,23.3,.093
3_27_511_0,2011,Total,3,India,27,Maharashtra,511,Nanded,33.6,23.5,24.9,3,25.1,.106
3_27_511_0,2011,Urban,3,India,27,Maharashtra,511,Nanded,38.90000000000001,21.3,24.1,3.1,28.3,.133
3_27_512_0,2011,Rural,3,India,27,Maharashtra,512,Hingoli,30.5,16.4,26.6,2.4,23.4,.093
3_27_512_0,2011,Total,3,India,27,Maharashtra,512,Hingoli,30.4,22.9,26.6,2.4,23.9,.095
3_27_512_0,2011,Urban,3,India,27,Maharashtra,512,Hingoli,29.8,54.90000000000001,26.6,2.6,23.9,.094
3_27_513_0,2011,Rural,3,India,27,Maharashtra,513,Parbhani,29.4,7.9,30.4,1.8,16.5,.045
3_27_513_0,2011,Total,3,India,27,Maharashtra,513,Parbhani,33.4,12.2,26.7,2.7,21.8,.077
3_27_513_0,2011,Urban,3,India,27,Maharashtra,513,Parbhani,44.2,23.9,20.9,3.5,28.5,.141
3_27_514_0,2011,Rural,3,India,27,Maharashtra,514,Jalna,25.4,41.40000000000001,29.9,1.9,17.3,.05
3_27_514_0,2011,Total,3,India,27,Maharashtra,514,Jalna,27.2,37.3,28.5,1.9,19.6,.065
3_27_514_0,2011,Urban,3,India,27,Maharashtra,514,Jalna,35.2,19.8,26.1,3.1,26.7,.117
3_27_515_0,2011,Rural,3,India,27,Maharashtra,515,Aurangabad,25.7,29.1,29.7,1.9,17.2,.051
3_27_515_0,2011,Total,3,India,27,Maharashtra,515,Aurangabad,33.6,28.1,24.1,3.1,27.4,.124
3_27_515_0,2011,Urban,3,India,27,Maharashtra,515,Aurangabad,44.5,26.7,20.3,4.3,33.6,.179
3_27_516_0,2011,Rural,3,India,27,Maharashtra,516,Nashik,31.7,34.7,21,3.4,32.2,.173
3_27_516_0,2011,Total,3,India,27,Maharashtra,516,Nashik,40.7,25.6,19.4,4.3,32.8,.176
3_27_516_0,2011,Urban,3,India,27,Maharashtra,516,Nashik,52.8,13.2,20.5,3.8,29.5,.143
3_27_517_0,2011,Rural,3,India,27,Maharashtra,517,Thane,23.3,52.7,19,4.7,35.5,.22
3_27_517_0,2011,Total,3,India,27,Maharashtra,517,Thane,53.7,14.4,18.5,4.800000000000001,35.6,.223
3_27_517_0,2011,Urban,3,India,27,Maharashtra,517,Thane,62.7,3.2,22.5,3.3,31,.157
3_27_518_0,2011,Rural,3,India,27,Maharashtra,518,Mumbai Suburban,,,,,,
3_27_518_0,2011,Total,3,India,27,Maharashtra,518,Mumbai Suburban,86.10000000000001,1,19,4.600000000000001,38.1,.234
3_27_518_0,2011,Urban,3,India,27,Maharashtra,518,Mumbai Suburban,86.10000000000001,1,19,4.600000000000001,38.1,.234
3_27_519_0,2011,Rural,3,India,27,Maharashtra,519,Mumbai,,,,,,
3_27_519_0,2011,Total,3,India,27,Maharashtra,519,Mumbai,86.10000000000001,1,19,4.600000000000001,38.1,.234
3_27_519_0,2011,Urban,3,India,27,Maharashtra,519,Mumbai,86.10000000000001,1,19,4.600000000000001,38.1,.234
3_27_520_0,2011,Rural,3,India,27,Maharashtra,520,Raigarh,26,32.5,22.2,3.2,28.8,.147
3_27_520_0,2011,Total,3,India,27,Maharashtra,520,Raigarh,39.8,23.5,17.2,5.4,37.4,.235
3_27_520_0,2011,Urban,3,India,27,Maharashtra,520,Raigarh,75.8,.1,24.1,3,27.8,.126
3_27_521_0,2011,Rural,3,India,27,Maharashtra,521,Pune,44.40000000000001,8.6,22.2,2.9,31.4,.168
3_27_521_0,2011,Total,3,India,27,Maharashtra,521,Pune,58.6,4.9,20.2,4.100000000000001,33.7,.181
3_27_521_0,2011,Urban,3,India,27,Maharashtra,521,Pune,67.2,2.7,20.2,4.3,33.5,.177
3_27_522_0,2011,Rural,3,India,27,Maharashtra,522,Ahmadnagar,27.8,22.9,29,1.9,17.4,.05
3_27_522_0,2011,Total,3,India,27,Maharashtra,522,Ahmadnagar,29.8,21.3,27.6,2.1,18.7,.057
3_27_522_0,2011,Urban,3,India,27,Maharashtra,522,Ahmadnagar,39.1,13.9,27,3.2,21,.073
3_27_523_0,2011,Rural,3,India,27,Maharashtra,523,Bid,29,19.8,28.7,2.2,18.6,.056
3_27_523_0,2011,Total,3,India,27,Maharashtra,523,Bid,32.6,18,26.5,2.5,20.6,.069
3_27_523_0,2011,Urban,3,India,27,Maharashtra,523,Bid,43.3,12.8,26.6,2.7,22.1,.084
3_27_524_0,2011,Rural,3,India,27,Maharashtra,524,Latur,37.1,13.9,23.9,2.8,30.5,.16
3_27_524_0,2011,Total,3,India,27,Maharashtra,524,Latur,41.8,11.7,22.3,3,31,.162
3_27_524_0,2011,Urban,3,India,27,Maharashtra,524,Latur,50.8,7.300000000000001,22.6,2.7,30.1,.157
3_27_525_0,2011,Rural,3,India,27,Maharashtra,525,Osmanabad,31.5,12.7,29,2.4,18,.055
3_27_525_0,2011,Total,3,India,27,Maharashtra,525,Osmanabad,31.8,15.4,28.5,2.4,19.5,.064
3_27_525_0,2011,Urban,3,India,27,Maharashtra,525,Osmanabad,33.7,31.2,25.5,3,26.1,.112
3_27_526_0,2011,Rural,3,India,27,Maharashtra,526,Solapur,34.1,6,28,2.5,18.9,.056
3_27_526_0,2011,Total,3,India,27,Maharashtra,526,Solapur,36,9.9,26.8,2.6,21.1,.07
3_27_526_0,2011,Urban,3,India,27,Maharashtra,526,Solapur,40.6,19.3,24.7,3.1,25.8,.104
3_27_527_0,2011,Rural,3,India,27,Maharashtra,527,Satara,37,5.100000000000001,29.1,2.3,18.8,.063
3_27_527_0,2011,Total,3,India,27,Maharashtra,527,Satara,42.40000000000001,6,25.3,2.4,26.6,.129
3_27_527_0,2011,Urban,3,India,27,Maharashtra,527,Satara,67.90000000000001,10.6,16.1,11.4,45.3,.343
3_27_528_0,2011,Rural,3,India,27,Maharashtra,528,Ratnagiri,30.9,22.7,25.7,2.7,24.1,.092
3_27_528_0,2011,Total,3,India,27,Maharashtra,528,Ratnagiri,33.1,19.3,25.1,2.7,23.7,.088
3_27_528_0,2011,Urban,3,India,27,Maharashtra,528,Ratnagiri,42.5,4.5,28,2.3,19.5,.061
3_27_529_0,2011,Rural,3,India,27,Maharashtra,529,Sindhudurg,36.2,.9,28.6,2.3,19.7,.063
3_27_529_0,2011,Total,3,India,27,Maharashtra,529,Sindhudurg,36.6,1.1,28.3,2.2,19.4,.061
3_27_529_0,2011,Urban,3,India,27,Maharashtra,529,Sindhudurg,42.6,4.2,31,1.9,14.3,.034
3_27_530_0,2011,Rural,3,India,27,Maharashtra,530,Kolhapur,40.40000000000001,4.5,25.5,2.3,27,.146
3_27_530_0,2011,Total,3,India,27,Maharashtra,530,Kolhapur,39.90000000000001,8,25.8,2.5,25.9,.13
3_27_530_0,2011,Urban,3,India,27,Maharashtra,530,Kolhapur,38.7,16.6,26.9,3.1,21.7,.076
3_27_531_0,2011,Rural,3,India,27,Maharashtra,531,Sangli,34.5,10.4,26.7,2.6,23.5,.095
3_27_531_0,2011,Total,3,India,27,Maharashtra,531,Sangli,35.3,11.3,26.5,2.6,23.2,.091
3_27_531_0,2011,Urban,3,India,27,Maharashtra,531,Sangli,37.9,14.3,26.8,2.6,21.6,.078
3_28_532_0,2011,Rural,3,India,28,Andhra Pradesh,532,Adilabad,30,11.5,29.1,2.3,17.5,.05
3_28_532_0,2011,Total,3,India,28,Andhra Pradesh,532,Adilabad,33.1,10.5,27.2,2.5,19.8,.066
3_28_532_0,2011,Urban,3,India,28,Andhra Pradesh,532,Adilabad,41.7,7.800000000000001,25.7,2.4,24.2,.101
3_28_533_0,2011,Rural,3,India,28,Andhra Pradesh,533,Nizamabad,25.8,15.2,29.8,2.1,17.3,.052
3_28_533_0,2011,Total,3,India,28,Andhra Pradesh,533,Nizamabad,27.7,15.9,28,2.1,18.9,.061
3_28_533_0,2011,Urban,3,India,28,Andhra Pradesh,533,Nizamabad,35.4,18.7,25.9,3,22.9,.083
3_28_534_0,2011,Rural,3,India,28,Andhra Pradesh,534,Karimnagar,30.8,5.7,29.3,2.1,18.2,.057
3_28_534_0,2011,Total,3,India,28,Andhra Pradesh,534,Karimnagar,33.4,5.9,27.6,2.3,19.7,.064
3_28_534_0,2011,Urban,3,India,28,Andhra Pradesh,534,Karimnagar,41.5,6.5,25.1,2.7,22,.078
3_28_535_0,2011,Rural,3,India,28,Andhra Pradesh,535,Medak,28.7,9.5,29.5,2.1,17.1,.047
3_28_535_0,2011,Total,3,India,28,Andhra Pradesh,535,Medak,30.1,8.800000000000001,28.6,2.1,18.4,.055
3_28_535_0,2011,Urban,3,India,28,Andhra Pradesh,535,Medak,40.1,3.7,25.8,3.3,25.2,.102
3_28_536_0,2011,Rural,3,India,28,Andhra Pradesh,536,Hyderabad,,,,,,
3_28_536_0,2011,Total,3,India,28,Andhra Pradesh,536,Hyderabad,63.90000000000001,1.6,22,3.7,30.8,.155
3_28_536_0,2011,Urban,3,India,28,Andhra Pradesh,536,Hyderabad,63.90000000000001,1.6,22,3.7,30.8,.155
3_28_537_0,2011,Rural,3,India,28,Andhra Pradesh,537,Rangareddy,41.6,.5,25.9,3,23.5,.087
3_28_537_0,2011,Total,3,India,28,Andhra Pradesh,537,Rangareddy,42.40000000000001,1,25.2,3,24.1,.092
3_28_537_0,2011,Urban,3,India,28,Andhra Pradesh,537,Rangareddy,49.3,5.600000000000001,22.5,3.7,28.6,.136
3_28_538_0,2011,Rural,3,India,28,Andhra Pradesh,538,Mahbubnagar,33.1,8.4,24.8,3,27.3,.123
3_28_538_0,2011,Total,3,India,28,Andhra Pradesh,538,Mahbubnagar,34.3,8.4,24.5,3,27.2,.121
3_28_538_0,2011,Urban,3,India,28,Andhra Pradesh,538,Mahbubnagar,43.40000000000001,8.6,24.8,2.8,24.8,.1
3_28_539_0,2011,Rural,3,India,28,Andhra Pradesh,539,Nalgonda,35.9,13.3,23.5,4,27.6,.121
3_28_539_0,2011,Total,3,India,28,Andhra Pradesh,539,Nalgonda,37.2,12.5,23.6,3.5,26.7,.114
3_28_539_0,2011,Urban,3,India,28,Andhra Pradesh,539,Nalgonda,43.90000000000001,8.4,26,2.8,21.4,.076
3_28_540_0,2011,Rural,3,India,28,Andhra Pradesh,540,Warangal,36.8,0,28.7,2.1,17.7,.054
3_28_540_0,2011,Total,3,India,28,Andhra Pradesh,540,Warangal,39.90000000000001,1.2,27,2.3,20.2,.071
3_28_540_0,2011,Urban,3,India,28,Andhra Pradesh,540,Warangal,50,5.100000000000001,24.1,2.5,25.6,.12
3_28_541_0,2011,Rural,3,India,28,Andhra Pradesh,541,Khammam,31.6,16.6,26.9,2.9,19.8,.068
3_28_541_0,2011,Total,3,India,28,Andhra Pradesh,541,Khammam,35.1,14.7,25,3.1,22.5,.086
3_28_541_0,2011,Urban,3,India,28,Andhra Pradesh,541,Khammam,49.1,7.2,23.2,3.2,27.6,.125
3_28_542_0,2011,Rural,3,India,28,Andhra Pradesh,542,Srikakulam,33.4,12,25,2.8,25.4,.105
3_28_542_0,2011,Total,3,India,28,Andhra Pradesh,542,Srikakulam,34.8,11.9,24.2,2.8,26.3,.112
3_28_542_0,2011,Urban,3,India,28,Andhra Pradesh,542,Srikakulam,43.8,11.1,22.5,3.9,30.5,.15
3_28_543_0,2011,Rural,3,India,28,Andhra Pradesh,543,Vizianagaram,31.4,15.3,25,3,25,.105
3_28_543_0,2011,Total,3,India,28,Andhra Pradesh,543,Vizianagaram,33.5,16.7,23.7,3,27.2,.123
3_28_543_0,2011,Urban,3,India,28,Andhra Pradesh,543,Vizianagaram,41.1,21.7,20.6,4.4,33.2,.182
3_28_544_0,2011,Rural,3,India,28,Andhra Pradesh,544,Visakhapatnam,23.7,36.9,25.1,3,23.9,.092
3_28_544_0,2011,Total,3,India,28,Andhra Pradesh,544,Visakhapatnam,40.2,21,18.4,4.100000000000001,35.7,.207
3_28_544_0,2011,Urban,3,India,28,Andhra Pradesh,544,Visakhapatnam,55.5,6.4,20.1,4.800000000000001,35.5,.202
3_28_545_0,2011,Rural,3,India,28,Andhra Pradesh,545,East Godavari,34.5,17.1,21.8,4.600000000000001,31.2,.156
3_28_545_0,2011,Total,3,India,28,Andhra Pradesh,545,East Godavari,38.90000000000001,14,20.6,3.8,32,.163
3_28_545_0,2011,Urban,3,India,28,Andhra Pradesh,545,East Godavari,52.1,4.600000000000001,21,3.9,31.7,.159
3_28_546_0,2011,Rural,3,India,28,Andhra Pradesh,546,West Godavari,39.8,3.6,26.3,3,24.3,.099
3_28_546_0,2011,Total,3,India,28,Andhra Pradesh,546,West Godavari,42.90000000000001,3.3,25,3.1,25.2,.106
3_28_546_0,2011,Urban,3,India,28,Andhra Pradesh,546,West Godavari,55.7,2,24.6,3.4,26.4,.123
3_28_547_0,2011,Rural,3,India,28,Andhra Pradesh,547,Krishna,42.40000000000001,2.2,25.8,3.2,24,.094
3_28_547_0,2011,Total,3,India,28,Andhra Pradesh,547,Krishna,49.5,3.5,22.7,3.7,28.2,.128
3_28_547_0,2011,Urban,3,India,28,Andhra Pradesh,547,Krishna,64.8,6.2,19.9,4.800000000000001,32.9,.176
3_28_548_0,2011,Rural,3,India,28,Andhra Pradesh,548,Guntur,36.6,10.8,23.4,3.5,28.4,.128
3_28_548_0,2011,Total,3,India,28,Andhra Pradesh,548,Guntur,44.1,8.4,20.9,4.4,30.7,.147
3_28_548_0,2011,Urban,3,India,28,Andhra Pradesh,548,Guntur,62,2.7,20.6,4.100000000000001,29.6,.144
3_28_549_0,2011,Rural,3,India,28,Andhra Pradesh,549,Prakasam,33.3,2,29.4,2.1,17.6,.051
3_28_549_0,2011,Total,3,India,28,Andhra Pradesh,549,Prakasam,35.2,1.7,28.3,2.2,18.6,.055
3_28_549_0,2011,Urban,3,India,28,Andhra Pradesh,549,Prakasam,42.2,.7000000000000001,27,2.7,21.1,.071
3_28_550_0,2011,Rural,3,India,28,Andhra Pradesh,550,Sri Potti Sriramulu Nellore,35.2,.1,28.1,2.1,21.1,.078
3_28_550_0,2011,Total,3,India,28,Andhra Pradesh,550,Sri Potti Sriramulu Nellore,38,.5,26.8,2.2,22,.081
3_28_550_0,2011,Urban,3,India,28,Andhra Pradesh,550,Sri Potti Sriramulu Nellore,48.3,1.7,26.6,2.6,22.9,.084
3_28_551_0,2011,Rural,3,India,28,Andhra Pradesh,551,Y.S.R.,35.9,2.6,26.3,2.6,21.2,.071
3_28_551_0,2011,Total,3,India,28,Andhra Pradesh,551,Y.S.R.,38.2,8.800000000000001,23.8,3,25.6,.107
3_28_551_0,2011,Urban,3,India,28,Andhra Pradesh,551,Y.S.R.,42.5,20,20.5,4.3,32.6,.171
3_28_552_0,2011,Rural,3,India,28,Andhra Pradesh,552,Kurnool,25.7,22.4,27.3,2.9,21.4,.072
3_28_552_0,2011,Total,3,India,28,Andhra Pradesh,552,Kurnool,30.4,21,23.7,3,26.8,.116
3_28_552_0,2011,Urban,3,India,28,Andhra Pradesh,552,Kurnool,47.1,16,20.1,4.9,34.6,.192
3_28_553_0,2011,Rural,3,India,28,Andhra Pradesh,553,Anantapur,28.8,21.6,25.4,2.9,24.7,.099
3_28_553_0,2011,Total,3,India,28,Andhra Pradesh,553,Anantapur,32.4,20.8,24.4,3.3,26.5,.112
3_28_553_0,2011,Urban,3,India,28,Andhra Pradesh,553,Anantapur,41.3,18.9,22.5,3.7,28.6,.13
3_28_554_0,2011,Rural,3,India,28,Andhra Pradesh,554,Chittoor,34.9,12.8,24.8,3.1,24.3,.096
3_28_554_0,2011,Total,3,India,28,Andhra Pradesh,554,Chittoor,39.2,10.5,23.6,3.4,27,.118
3_28_554_0,2011,Urban,3,India,28,Andhra Pradesh,554,Chittoor,53.2,3,21.5,4,32.2,.164
3_29_555_0,2011,Rural,3,India,29,Karnataka,555,Belgaum,27.6,27.5,27.5,2.3,20.9,.071
3_29_555_0,2011,Total,3,India,29,Karnataka,555,Belgaum,30.3,28.8,25.4,2.5,25.2,.106
3_29_555_0,2011,Urban,3,India,29,Karnataka,555,Belgaum,37.3,32.3,21,4.100000000000001,34.4,.193
3_29_556_0,2011,Rural,3,India,29,Karnataka,556,Bagalkot,23.7,32.1,31.2,2.1,16.8,.052
3_29_556_0,2011,Total,3,India,29,Karnataka,556,Bagalkot,25.8,35.8,27.9,2.3,21.9,.084
3_29_556_0,2011,Urban,3,India,29,Karnataka,556,Bagalkot,31.2,45,21.8,3.6,31.9,.162
3_29_557_0,2011,Rural,3,India,29,Karnataka,557,Bijapur,23.4,21.4,31.9,1.7,12.7,.026
3_29_557_0,2011,Total,3,India,29,Karnataka,557,Bijapur,25.7,23.1,29.3,2,16.4,.044
3_29_557_0,2011,Urban,3,India,29,Karnataka,557,Bijapur,33.1,28.5,24.7,3.1,24.2,.093
3_29_558_0,2011,Rural,3,India,29,Karnataka,558,Bidar,23,32.5,29.6,2,15,.036
3_29_558_0,2011,Total,3,India,29,Karnataka,558,Bidar,23.8,35.1,28.4,2.1,16.8,.046
3_29_558_0,2011,Urban,3,India,29,Karnataka,558,Bidar,27.2,45.90000000000001,25.7,3,23.1,.087
3_29_559_0,2011,Rural,3,India,29,Karnataka,559,Raichur,28.1,37.6,20,2.9,35.5,.219
3_29_559_0,2011,Total,3,India,29,Karnataka,559,Raichur,29.5,37.7,20.9,3.3,34.6,.204
3_29_559_0,2011,Urban,3,India,29,Karnataka,559,Raichur,34.7,38.2,21.8,4.2,30.5,.146
3_29_560_0,2011,Rural,3,India,29,Karnataka,560,Koppal,22.5,42,28.3,2,19,.058
3_29_560_0,2011,Total,3,India,29,Karnataka,560,Koppal,25,40.7,25.9,2.4,22.4,.079
3_29_560_0,2011,Urban,3,India,29,Karnataka,560,Koppal,36.6,34.6,20.7,4.4,28.5,.138
3_29_561_0,2011,Rural,3,India,29,Karnataka,561,Gadag,28.3,25.6,26.1,2.3,23.2,.099
3_29_561_0,2011,Total,3,India,29,Karnataka,561,Gadag,30,21.8,26,2.7,22.3,.088
3_29_561_0,2011,Urban,3,India,29,Karnataka,561,Gadag,33,15,27.9,3,20.2,.07
3_29_562_0,2011,Rural,3,India,29,Karnataka,562,Dharwad,23.9,57.3,27.6,2.4,21.7,.078
3_29_562_0,2011,Total,3,India,29,Karnataka,562,Dharwad,35.7,34,20.7,3.3,29.7,.14
3_29_562_0,2011,Urban,3,India,29,Karnataka,562,Dharwad,45.2,15.5,22.7,4.100000000000001,30.3,.145
3_29_563_0,2011,Rural,3,India,29,Karnataka,563,Uttara Kannada,33.6,19.3,24,3.1,27.9,.13
3_29_563_0,2011,Total,3,India,29,Karnataka,563,Uttara Kannada,36.2,19.6,22.7,3.2,29.6,.143
3_29_563_0,2011,Urban,3,India,29,Karnataka,563,Uttara Kannada,43.1,20.1,20.7,4.100000000000001,32.7,.176
3_29_564_0,2011,Rural,3,India,29,Karnataka,564,Haveri,28.4,31.3,25.2,3.1,25.3,.102
3_29_564_0,2011,Total,3,India,29,Karnataka,564,Haveri,28.5,33.7,25,3.1,25.8,.106
3_29_564_0,2011,Urban,3,India,29,Karnataka,564,Haveri,29.6,52.2,24,3.3,28,.125
3_29_565_0,2011,Rural,3,India,29,Karnataka,565,Bellary,26.1,33.1,26.3,2.6,24.1,.101
3_29_565_0,2011,Total,3,India,29,Karnataka,565,Bellary,28,40.8,24.6,2.8,27.5,.126
3_29_565_0,2011,Urban,3,India,29,Karnataka,565,Bellary,30.9,53,22.4,3.4,32.1,.166
